person_id,file_id,touches,recency_weight,first_seen,last_seen,sensitive_weight
codex@minidefrancois.home,src/assets/perinade/domaine/timeline-right.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/domaine/visit-cta.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/domaine/wine-1.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/domaine/wine-2.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/domaine/wine-3.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/experience-bg.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/gallery-cellar.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/gallery-curve-mask.svg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/gallery-tiger.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/gallery-tiger.svg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/gallery-vines-close.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/hero-deck/balade-vignes.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/hero-deck/cuvees-exception.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/hero-deck/visite-caveau.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/hero-vineyard.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/history-family.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/logo.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/shop/img-1.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/shop/img-2.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/shop/img-3.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/shop/img-4.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/shop/img-5.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/shop/img-6.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/shop/img-7.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/shop/package.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/visits/extended-pool.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/visits/final-cta-bg.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/visits/hero-grapes.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/visits/pairing-board.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/visits/step-1.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/visits/step-2.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/visits/step-3.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/visits/step-4.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/visits/wine-red-card.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/visits/wine-rose-card.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/visits/wine-white-card.jpg,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/wine-blanc.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/wine-cuvee-domaine.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/wine-grande-reserve.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/assets/perinade/wine-rose.png,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/domaine/DomainContactSection.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/domaine/DomainStatsBar.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/domaine/DomainWinesShowcase.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/domaine/FamilyStorySection.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/domaine/TerroirSection.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/domaine/VisitDomainCta.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/sections/Gallery.astro,2,1.999110,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/sections/Header.astro,2,1.999110,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/sections/Hero.astro,2,1.999110,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/sections/HeroFeatureDeck.astro,2,1.999110,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/sections/History.astro,2,1.999110,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/sections/Wines.astro,2,1.999110,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/shop/ShopCaseComposer.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/shop/ShopDomainSelection.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/shop/ShopFaq.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/shop/ShopFinalCtaBand.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/shop/ShopHero.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/shop/ShopProductGrid.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/ui/ButtonLink.astro,2,1.999110,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/ui/Icon.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/visits/BookingSection.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/visits/FinalCta.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/visits/PairingAddon.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/visits/PricingPlans.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/visits/TrustBar.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/components/visits/WinesShowcase.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/data/site.ts,2,1.999110,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/data/visits.ts,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/layouts/BaseLayout.astro,2,1.999110,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/pages/boutique.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/pages/domaine.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/pages/index.astro,2,1.999110,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/pages/visites.astro,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/styles/global.css,2,1.999110,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/types/site.ts,2,1.999110,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/types/visits.ts,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,src/utils/link.ts,1,0.999911,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,0.00
codex@minidefrancois.home,.DS_Store,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,.codex-desktop-final.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,.codex-desktop-full.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,.codex-desktop.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,.codex-mobile-final.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,.codex-mobile-full.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,.codex-mobile.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,.post-fix-desktop.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,.post-fix-mobile.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,PERINADE_Make.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,PERINADE_Make.zip,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,output/playwright/full-page-long-2.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,output/playwright/full-page-long.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,output/playwright/full-page.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,output/playwright/gallery-bottom-3.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,output/playwright/gallery-hash-2.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,output/playwright/gallery-hash.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,output/playwright/gallery-top-3.png,2,1.998402,2026-02-27T19:54:36+01:00,2026-02-27T19:56:19+01:00,0.00
codex@minidefrancois.home,astro.config.mjs,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/experience-bg.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/gallery-cellar.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/gallery-curve-mask.svg,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/gallery-tiger.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/gallery-tiger.svg,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/gallery-vines-close.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/hero-deck/balade-vignes.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/hero-deck/cuvees-exception.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/hero-deck/visite-caveau.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/hero-vineyard.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/history-family.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/logo.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/wine-blanc.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/wine-cuvee-domaine.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/wine-grande-reserve.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,public/assets/perinade/wine-rose.png,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,src/components/sections/Testimonials.astro,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,src/components/ui/SectionHeading.astro,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,src/env.d.ts,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
codex@minidefrancois.home,tsconfig.json,1,0.999199,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,0.00
